sentences,axes,ptypes,scores,dnames
What do you think is the length of the longest name ever?,Subjective-Objective,lookup-nonvisual,1,wikitables-201|46
"I'm curious, what might be the length of the longest name?",Subjective-Objective,lookup-nonvisual,2,wikitables-201|46
Could you tell me the length of the longest name?,Subjective-Objective,lookup-nonvisual,3,wikitables-201|46
Can you provide the length of the longest name?,Subjective-Objective,lookup-nonvisual,4,wikitables-201|46
Please provide the length of the longest name.,Subjective-Objective,lookup-nonvisual,5,wikitables-201|46
Any idea about how long the longest name might be?,Implicit-Explicit,lookup-nonvisual,1,wikitables-201|46
Can you guess the length of the longest name?,Implicit-Explicit,lookup-nonvisual,2,wikitables-201|46
Do you know how long the longest name is?,Implicit-Explicit,lookup-nonvisual,3,wikitables-201|46
Can you tell me the length of the longest name?,Implicit-Explicit,lookup-nonvisual,4,wikitables-201|46
Please provide the length of the longest name.,Implicit-Explicit,lookup-nonvisual,5,wikitables-201|46
Which one's the biggest on the graph?,Colloquial-Standard,lookup-visual,1,wikitables-201|46
Which bar's the longest on the chart?,Colloquial-Standard,lookup-visual,2,wikitables-201|46
Can you tell me which bar on the chart is the longest?,Colloquial-Standard,lookup-visual,3,wikitables-201|46
Could you identify the longest bar on the bar chart?,Colloquial-Standard,lookup-visual,4,wikitables-201|46
Would you be able to ascertain which bar on the bar chart exhibits the greatest length?,Colloquial-Standard,lookup-visual,5,wikitables-201|46
Which line in the picture is the longest?,Non-technical-Technical,lookup-visual,1,wikitables-201|46
Which line in the graph is the longest?,Non-technical-Technical,lookup-visual,2,wikitables-201|46
Which bar in the graph is the longest?,Non-technical-Technical,lookup-visual,3,wikitables-201|46
Which bar in the bar graph represents the highest value?,Non-technical-Technical,lookup-visual,4,wikitables-201|46
Which bar in the histogram represents the maximum data point?,Non-technical-Technical,lookup-visual,5,wikitables-201|46
Which bar in the bar chart do you think is the longest?,Subjective-Objective,lookup-visual,1,wikitables-201|46
Which bar in the bar chart seems to be the longest to you?,Subjective-Objective,lookup-visual,2,wikitables-201|46
Can you identify the longest bar in the bar chart?,Subjective-Objective,lookup-visual,3,wikitables-201|46
Which bar in the bar chart appears to be the longest?,Subjective-Objective,lookup-visual,4,wikitables-201|46
Which bar in the bar chart measures the longest?,Subjective-Objective,lookup-visual,5,wikitables-201|46
Can you tell which one stands out in the chart?,Implicit-Explicit,lookup-visual,1,wikitables-201|46
Do you see any noticeable difference in the chart?,Implicit-Explicit,lookup-visual,2,wikitables-201|46
Can you identify the most significant bar in the chart?,Implicit-Explicit,lookup-visual,3,wikitables-201|46
Can you point out the bar that is longer than the others in the chart?,Implicit-Explicit,lookup-visual,4,wikitables-201|46
Please identify the longest bar in the bar chart.,Implicit-Explicit,lookup-visual,5,wikitables-201|46
How much longer is the longest name than the shortest one?,Colloquial-Standard,compositional-nonvisual,1,wikitables-201|46
What's the length difference between the longest and shortest name?,Colloquial-Standard,compositional-nonvisual,2,wikitables-201|46
Can you tell me the difference in length between the longest and shortest name?,Colloquial-Standard,compositional-nonvisual,3,wikitables-201|46
Could you elucidate the disparity in length between the longest and shortest name?,Colloquial-Standard,compositional-nonvisual,4,wikitables-201|46
Would you be able to quantify the difference in character length between the name of greatest length and that of the shortest?,Colloquial-Standard,compositional-nonvisual,5,wikitables-201|46
How much longer is the biggest name than the smallest one?,Non-technical-Technical,compositional-nonvisual,1,wikitables-201|46
Can you tell me how much longer the longest name is compared to the shortest one?,Non-technical-Technical,compositional-nonvisual,2,wikitables-201|46
Could you quantify the difference in character count between the longest and shortest name?,Non-technical-Technical,compositional-nonvisual,3,wikitables-201|46
What is the disparity in character length between the maximum and minimum length names?,Non-technical-Technical,compositional-nonvisual,4,wikitables-201|46
What is the differential in the number of alphanumeric characters between the name with the maximum length and the name with the minimum length?,Non-technical-Technical,compositional-nonvisual,5,wikitables-201|46
Can you tell me how much longer the longest name is compared to the shortest one? It's really intriguing to know!,Subjective-Objective,compositional-nonvisual,1,wikitables-201|46
"I'm curious, how much longer do you think the longest name is than the shortest one?",Subjective-Objective,compositional-nonvisual,2,wikitables-201|46
Could you provide some insight into the length difference between the longest and shortest name?,Subjective-Objective,compositional-nonvisual,3,wikitables-201|46
Can you provide the difference in length between the longest and shortest name?,Subjective-Objective,compositional-nonvisual,4,wikitables-201|46
Please quantify the difference in length between the longest and shortest name.,Subjective-Objective,compositional-nonvisual,5,wikitables-201|46
Can you tell me about the length of the names?,Implicit-Explicit,compositional-nonvisual,1,wikitables-201|46
How do the lengths of the names compare?,Implicit-Explicit,compositional-nonvisual,2,wikitables-201|46
Can you compare the length of the longest and shortest name for me?,Implicit-Explicit,compositional-nonvisual,3,wikitables-201|46
Can you tell me how much longer the longest name is compared to the shortest one?,Implicit-Explicit,compositional-nonvisual,4,wikitables-201|46
Please provide the exact difference in the number of characters between the longest and shortest name.,Implicit-Explicit,compositional-nonvisual,5,wikitables-201|46
How much longer is the biggest bar than the smallest one in the chart?,Colloquial-Standard,compositional-visual,1,wikitables-201|46
Can you tell me the length difference between the longest and shortest bar in the chart?,Colloquial-Standard,compositional-visual,2,wikitables-201|46
Could you clarify the difference in length between the longest and shortest bar in the bar chart?,Colloquial-Standard,compositional-visual,3,wikitables-201|46
Would you mind explaining the disparity in length between the longest and shortest bar in the bar chart?,Colloquial-Standard,compositional-visual,4,wikitables-201|46
Could you elucidate the discrepancy in length between the longest and shortest bar in the bar chart?,Colloquial-Standard,compositional-visual,5,wikitables-201|46
Can you tell me how much bigger the longest bar is than the shortest one on the chart?,Non-technical-Technical,compositional-visual,1,wikitables-201|46
Can you show me the size difference between the biggest and smallest bar on the chart?,Non-technical-Technical,compositional-visual,2,wikitables-201|46
Can you explain the length difference between the longest and shortest bars on the chart?,Non-technical-Technical,compositional-visual,3,wikitables-201|46
Could you quantify the disparity in length between the maximum and minimum bars on the bar chart?,Non-technical-Technical,compositional-visual,4,wikitables-201|46
